Date,Open,High,Low,Close,Volume
2024-06-25,214.96,215.31,214.12,214.56,3847694
2024-06-26,212.39,213.11,212.1204,212.58,4690348
2024-06-27,214.71,215.5,214.45,214.99,4977837
2024-06-28,215.64,215.8148,214.82,215.01,3955080
2024-07-01,215.25,216,214.485,215.57,3797921
2024-07-02,215.33,216.08,214.6204,215.56,4921672
2024-07-03,217.34,218.7397,217.33,217.99,5055313
2024-07-05,219.58,221.28,219.58,220.93,5950550
2024-07-08,219.64,220.04,217.41,218.19,5790811
2024-07-09,218.57,219.29,217.265,218.56,3904495
2024-07-10,220.14,220.71,219.16,219.36,5556185
2024-07-11,222.65,224.1489,221.48,223.25,9323981
2024-07-12,222.03,223.62,221.86,223.11,5179297
2024-07-15,223.39,225.59,223.02,223.83,5719339
2024-07-16,225.45,228.29,225.3,228.29,11070663
2024-07-17,228.79,229.65,226.67,227.23,8620511
2024-07-18,227.71,228.32,225.57,225.78,5485459
2024-07-19,221.52,222.68,221.41,221.73,8665956
2024-07-22,221.58,221.92,220.4,221.8,5334060
2024-07-23,222.34,222.75,221.86,222.58,4435700
2024-07-24,223.47,224.88,221.74,221.8,6838783
2024-07-25,219.02,219.2607,217.52,218.33,9777054
2024-07-26,219.96,221.04,219.7,220.63,6328784
2024-07-29,221.26,221.55,219.045,220.32,4665057
2024-07-30,221.41,222.92,220.355,222.52,4939531
2024-07-31,223.73,226.6,223.64,226.55,7316552
2024-08-01,226.74,227.57,225.05,225.77,7217224
2024-08-02,227.95,228.76,222.865,225.34,11109387
2024-08-05,220.56,223.1,220.241,222.48,8939011
2024-08-06,221.5,222.14,220.11,220.7,14362267
2024-08-07,221.94,222.31,220.35,220.55,5287817
2024-08-08,222.73,224.25,222.515,224.01,6327054
2024-08-09,224.82,225.28,223.82,224.56,4441017
2024-08-12,226.14,228.535,225.965,228.41,5561259
2024-08-13,228.07,228.87,227.59,228.06,6740238
2024-08-14,226.55,227.48,225.35,226.2,5462495
2024-08-15,226.51,227.5,225.12,226.91,5273310
2024-08-16,229.99,232.02,229.005,231.99,11924536
2024-08-19,230.15,231.78,229.74,231.61,5164817
2024-08-20,233.71,234.01,231.13,232.46,9073611
2024-08-21,231.69,232.87,230.48,232.15,5337388
2024-08-22,230.35,230.38,228.26,229.37,5765369
2024-08-23,231.04,232.73,230.5199,232.02,5418171
2024-08-26,233.45,233.5,232.06,232.76,3151384
2024-08-27,231.69,233.47,231.5701,233.39,4435606
2024-08-28,232,232.02,230.73,231.75,4961482
2024-08-29,231.95,233.61,231.92,232.95,5524161
2024-08-30,232.53,232.86,230.5501,231.29,5742963
2024-09-03,230.38,230.54,228.52,230.29,6417918
2024-09-04,229.79,231.06,229.375,230.43,4695980
2024-09-05,232.72,232.89,231.33,232.35,4838112
2024-09-06,231.83,232.76,229.62,230.63,6315824
2024-09-09,231.26,231.62,230.39,231.6,3548806
2024-09-10,232.39,232.74,231.12,232.62,4378349
2024-09-11,231.72,232.87,231.09,232.25,4637312
2024-09-12,234.63,236.45,234.42,236.33,9944986
2024-09-13,238.13,238.98,237.7575,238.68,7455078
2024-09-16,238.73,239.278,238.05,238.66,4713541
2024-09-17,238.08,238.6,236.61,237.34,5257119
2024-09-18,238.19,240.2896,235.3,235.51,11081114
2024-09-19,238.24,239.515,237.39,239.17,6108226
2024-09-20,241.11,242.625,240.47,242.21,7737416
2024-09-23,242.97,243.46,242.585,242.68,5426166
2024-09-24,243.39,246.19,243.15,246.07,8386348
2024-09-25,246.19,246.47,244.79,245.73,7393448
2024-09-26,246.44,247.37,245.19,246.98,7041063
2024-09-27,246.31,246.75,244.19,245.02,8329633
2024-09-30,243.97,244.08,242.5,243.06,6919352
2024-10-01,245.2,246.98,245.06,245.61,10605494
2024-10-02,245.61,246.07,243.99,245.66,6798783
2024-10-03,244.72,245.91,243.69,245.49,5674503
2024-10-04,245,246.69,244.045,245,5951628
2024-10-07,244.58,244.82,243.81,244.17,3849026
2024-10-08,243.79,244.04,240.63,242.37,7669807
2024-10-09,241.16,241.84,240.64,241.05,4120486
2024-10-10,241.77,243.02,241.5101,242.82,4792690
2024-10-11,244.5,245.92,244.47,245.47,5789546
2024-10-14,245.16,245.86,244.26,245.07,3922892
2024-10-15,244.99,246.55,244.53,245.92,5640831
2024-10-16,247.62,248.09,246.36,247.15,5431939
2024-10-17,247.75,249.06,247.62,248.63,5176170
2024-10-18,250,251.37,249.9,251.27,7833614
2024-10-21,252.74,253.14,250.73,251.22,9258590
2024-10-22,253.06,253.94,252.52,253.93,5756321
2024-10-23,253.08,253.18,250.2,250.87,8080958
2024-10-24,253.27,253.32,251.4,252.8,5962188
2024-10-25,252,253.5499,251.77,253.32,4424475
2024-10-28,253.01,253.63,252.95,253.33,4029110
2024-10-29,254.49,256.29,254.23,256.09,8875470
2024-10-30,256.76,257.71,255.9101,257.5,6386196
2024-10-31,255.52,255.6,252.2,253.51,9930827
2024-11-01,254.33,254.86,252.435,252.47,6473012
2024-11-04,253.32,253.58,252.27,252.83,4581435
2024-11-05,253.78,253.9893,252.41,253.4,6029884
2024-11-06,245.635,247.35,244.9506,245.7,14600217
2024-11-07,248.29,250.24,248.12,249.65,8821445
2024-11-08,249.07,249.35,247.78,247.96,6267916
2024-11-11,242.73,242.73,241.06,242.14,11653848
2024-11-12,241.29,241.66,239.39,240.05,10145510
2024-11-13,241.3001,241.47,237.59,237.63,8431694
2024-11-14,236.63,237.9886,236.1326,237.01,8262426
2024-11-15,237.58,237.88,236.33,236.59,7299482
2024-11-18,240.46,241.495,240.45,241.09,6512986
2024-11-19,242.75,243.31,242.03,243.25,6579103
2024-11-20,243.72,245.21,243.51,244.62,6630737
2024-11-21,246.23,246.81,245.69,246.66,7646429
2024-11-22,248.189,250.39,247.86,249.84,7502963
2024-11-25,244.27,244.3999,241.48,242.48,10733109
2024-11-26,242.735,243.09,241.58,242.95,4945897
2024-11-27,244.8819,245.1835,243.2,243.49,6930587
2024-11-29,245.25,245.81,244.73,245.59,2708494
2024-12-02,244.46,244.5805,243.14,243.44,4765001
2024-12-03,244.95,245.18,243.3,243.93,3557819
2024-12-04,244.93,245.34,244.365,244.67,4608584
2024-12-05,244.18,244.38,242.15,242.86,4806206
2024-12-06,242.79,243.86,242.435,242.95,3540698
2024-12-09,246.35,247.11,245.2595,245.36,4711536
2024-12-10,247.88,248.86,247.83,248.59,4641963
2024-12-11,249.379,251.26,248.97,250.96,11033776
2024-12-12,247.84,248.24,246.87,247.28,10149585
2024-12-13,245.67,245.94,244.27,244.29,6602591
2024-12-16,245.345,245.54,244.29,244.88,3310036
2024-12-17,243.8,244.55,243.23,243.94,4421339
2024-12-18,243.5423,243.7095,238.82,239.26,8015848
2024-12-19,239.62,240.05,238.73,239.6,8113568
2024-12-20,241.41,242.955,241.17,242.1,9527805
2024-12-23,241.6,241.67,240.65,240.96,5835498
2024-12-24,241.45,241.66,240.82,241.44,2421008
2024-12-26,242.39,243.56,242.195,243.07,4651778
2024-12-27,241.2205,241.95,241.05,241.4,4728440
2024-12-30,241.08,241.08,239.58,240.63,3522539
2024-12-31,241.07,242.52,241.05,242.13,2522102
2025-01-02,244.17,245.53,244.08,245.42,6241899
2025-01-03,244.51,244.82,243.36,243.49,4875546
2025-01-06,242.33,243.79,242.05,243.19,3758903
2025-01-07,245.54,245.77,243.81,244.56,5090333
2025-01-08,245.715,246.45,244.51,245.86,6303334
2025-01-10,248.01,249.04,247.55,248.21,12380131
2025-01-13,246.32,246.79,245.151,245.74,8448595
2025-01-14,245.62,247.04,245.52,247.03,4914837
2025-01-15,248.21,248.9,247.0102,248.88,6344973
2025-01-16,250.58,251.39,250.27,250.6,9235998
2025-01-17,249.7,250.81,249.15,249.27,8312858
2025-01-21,252.06,253.3598,251.83,253.13,7668119
2025-01-22,254.33,254.68,253.7801,254.43,5213777
2025-01-23,253.19,254.54,252.82,254.07,6511526
2025-01-24,255.985,257.07,255.61,255.65,7341337
2025-01-27,253.83,254.26,251.92,252.99,5799780
2025-01-28,254.225,255.25,253.891,255.18,5332005
2025-01-29,254.55,254.82,253.3,254.2,5671753
2025-01-30,257.2,258.29,256.45,258.05,12981164
2025-01-31,259.08,259.99,257.86,258.56,8965576
2025-02-03,259.765,261.3897,259.5236,259.94,11521093
2025-02-04,261.82,262.54,261.35,262.5,9850412
2025-02-05,264.43,265.99,263.89,264.13,12681127
2025-02-06,263.56,263.72,261.49,263.43,8731433
2025-02-07,265.22,266.345,263.26,263.9,9154042
2025-02-10,268,268.66,267.24,268.37,13250312
2025-02-11,267.695,268.36,266.711,267.39,7169450
2025-02-12,267.15,268.43,266.3451,267.67,9328598
2025-02-13,268.37,270.39,268.22,270.31,8347547
2025-02-14,270.07,270.21,265.45,266.29,11546721
2025-02-18,269.68,271.0099,269.6,270.7,8185949
2025-02-19,270.68,271.33,269.24,270.85,9342452
2025-02-20,270.17,271.84,270.17,270.99,7356900
2025-02-21,270.795,271.51,269.51,270.74,8917431
2025-02-24,271.45,272.32,270.375,272.21,5374360
2025-02-25,271.46,271.6796,266.45,268.62,10079777
2025-02-26,267.08,269.08,266.6612,269.03,7276033
2025-02-27,266.46,266.67,264.4475,264.93,9374626
2025-02-28,262.555,263.4,261.25,263.27,11504491
2025-03-03,265.07,266.88,265.07,266.74,7725647
2025-03-04,269.01,269.4,267.52,269.06,8481343
2025-03-05,267.9612,270.26,267.96,269.62,6990354
2025-03-06,268.25,269.51,268.16,268.25,6136447
2025-03-07,269.09,270.34,267.64,268.39,10431236
2025-03-10,267.62,268.44,265.64,266.04,7593890
2025-03-11,268.49,269.73,268.4401,269.16,8436562
2025-03-12,268.47,271.23,268.36,270.33,7236239
2025-03-13,271.6033,275.345,271.55,275.13,13741460
2025-03-14,276.27,276.3,274.66,275.24,13364965
2025-03-17,275.54,276.79,275.39,276.73,8583359
2025-03-18,279.9,280.215,278.97,279.96,9596547
2025-03-19,279.85,281.479,279.06,281.11,8822197
2025-03-20,279.45,280.9,279.43,280.75,5863288
2025-03-21,279.4,279.46,276.59,278.49,9359340
2025-03-24,278.89,279.089,276.86,277.25,7870109
2025-03-25,278.8,279.96,278.27,278.47,5090179
2025-03-26,278.91,279.02,277.78,278.24,3741843
2025-03-27,280.5,282.065,279.5868,281.97,8476335
2025-03-28,283.8,284.64,282.86,284.06,9563660
2025-03-31,287.53,288.39,285.85,288.14,13925100
2025-04-01,288.54,289.13,285.91,287.57,15923553
2025-04-02,288.31,289.03,287.36,288.16,11074787
2025-04-03,282.61,289.09,282.45,286.42,20524385
2025-04-04,283.64,284.03,278.02,279.72,21517158
2025-04-07,278.855,280.14,272.58,273.71,19806990
2025-04-08,277.8665,278.32,274.24,275.2,12639534
2025-04-09,282.235,285.87,281.04,285.38,25342180
2025-04-10,288.805,292.86,287.231,292.35,19837799
2025-04-11,297.94,299.275,296.81,297.93,21080132
2025-04-14,295.54,296.58,294.53,296.23,12427590
2025-04-15,296.96,298.02,296.09,297.78,7924134
2025-04-16,304.6,308.0599,303.8,307.47,20778079
2025-04-17,306.31,307.13,302.73,306.12,18287825
2025-04-21,315.015,316.41,313.945,315.59,20372259
2025-04-22,317.48,317.63,310.36,311.11,35242287
2025-04-23,304.18,304.74,300.59,303.65,25421464
2025-04-24,306.98,308.495,304.71,308.07,10844971
2025-04-25,301.77,305.37,301.01,304.73,10691590
2025-04-28,304.16,309.11,302.97,309.07,9375484
2025-04-29,305.77,306.95,304,306.06,6852106
2025-04-30,304.605,306.065,303.44,303.77,8331894
2025-05-01,297.41,297.94,295.32,297.46,14969062
2025-05-02,300.17,300.85,297.03,297.98,8678366
2025-05-05,305.92,307.65,304.675,306.88,8924009
2025-05-06,313.12,315.62,311.4,315.48,11445270
2025-05-07,312.1,313.26,310.08,310.75,7909976
2025-05-08,309.76,310.48,303.05,304.63,11927583
2025-05-09,307.86,308.57,306.0101,306.84,6913131
2025-05-12,298.3,299.47,296.82,298.19,14375881
2025-05-13,298.99,300.3,297.24,299.46,10233603
2025-05-14,293.6,294.8,291.96,293.16,14800596
2025-05-15,294.12,297.9,293.75,297.84,13497735
2025-05-16,292.62,294.575,291.78,294.24,14173039
2025-05-19,297.845,298.58,296.482,298.03,11656261
2025-05-20,298.37,303.6825,298.3,303.58,12850980
2025-05-21,304.55,306.46,303.67,305.82,12414518
2025-05-22,305.09,305.28,302.1,303.11,9704165
2025-05-23,308.84,310.25,307.47,309.75,13339473
2025-05-27,303.81,304.875,302.74,304.5,9578486
2025-05-28,304.6206,304.99,303.06,303.81,8803333
2025-05-29,305.74,306.89,304.46,305.61,9502412
2025-05-30,303.58,304.02,301.5,303.6,9553260
2025-06-02,309.21,311.72,308.72,311.67,13593232
2025-06-03,309.56,309.56,307.15,308.91,9315081
2025-06-04,309.44,311.88,308.74,310.9,7462529
2025-06-05,311.33,312.2,307.6501,309.33,10856012
2025-06-06,309.09,309.2,305.1,305.18,7787508
2025-06-09,305.332,307.61,305.06,306.62,7159036
2025-06-10,308.31,308.6,305.87,306.71,7071702
2025-06-11,307.51,308.615,305.85,308.37,9248766
2025-06-12,311.74,313.1,311.15,312.2,11531407
2025-06-13,317.26,317.6,315.0375,316.29,16592949
2025-06-16,314.8,314.87,311.65,311.78,12848440
2025-06-17,312.66,313,310.12,311.94,8234115
2025-06-18,312.89,312.98,309.86,310.26,9370785
2025-06-20,309.32,310.89,309.25,310.13,8794711
2025-06-23,310.34,312.67,310.31,311.08,12687916
2025-06-24,304.99,306.34,303.54,306.19,12035177
2025-06-25,305.31,307.36,305.12,307.12,6733155
2025-06-26,305.74,307.28,304.855,306.78,6787517
2025-06-27,300.03,302.36,299.89,301.22,13301308
2025-06-30,302.385,304.92,301.95,304.83,8192086
2025-07-01,308.555,309,307.36,307.55,9335647
2025-07-02,308.035,309.395,306.96,309.25,8316377
2025-07-03,307.03,307.57,306.15,307.14,5275838
2025-07-07,305.07,307.705,304.53,307.37,7351641
2025-07-08,306.31,306.445,302.77,304.16,11840545
2025-07-09,303.58,305.54,303.23,305.52,10644077
2025-07-10,306.11,306.51,304.82,306.2,7059561
2025-07-11,308.855,310.28,308.5153,309.14,9187302
2025-07-14,309.07,309.38,307.73,308.01,5772879
2025-07-15,307.73,308.74,305.79,306.73,8149008
2025-07-16,307.11,311.09,305.73,308.26,17693100
2025-07-17,305.5,307.665,305.12,307.59,6642258
2025-07-18,309.28,309.37,308.32,308.39,5574281
2025-07-21,311.9,313.31,311.61,313.13,10995756
2025-07-22,314.565,316.24,313.62,316.1,13691849
2025-07-23,314.0213,314.96,311.42,312.18,10547520
2025-07-24,309.29,310.99,309.06,310.27,7698763
2025-07-25,307.82,308.31,306.2,307.4,9376386
2025-07-28,306.46,306.58,304.05,305.41,9275440
2025-07-29,305.82,307.03,304.985,306.25,5741114
2025-07-30,304.37,304.65,300.955,300.96,13459595
2025-07-31,304.59,304.61,302.86,302.96,8980956
2025-08-01,308.62,309.55,307.45,309.11,12843364
2025-08-04,310.8,311.74,310.37,310.91,7639030
2025-08-05,310.37,312.24,310.22,311.16,6997693
2025-08-06,310.29,311.24,309.84,310.5,7418158
2025-08-07,311.805,313.135,310.7,313.12,10891459
2025-08-08,312.475,313.53,311,313.05,19886802
2025-08-11,308.565,309.66,307.63,308.55,10326704
2025-08-12,308.27,309.305,306.71,308.27,9701725
2025-08-13,309.1,310.39,308.45,309.21,4718586
2025-08-14,307.925,308.34,306.52,307.25,5817726
2025-08-15,307.4,308,306.87,307.43,5990110
2025-08-18,307.8,307.89,306.625,306.95,6150140
2025-08-19,306.75,307.4788,305.19,305.27,5029939
2025-08-20,307.565,308.47,307.4,308.36,6515411
2025-08-21,307.93,308.15,307.0314,307.29,4808975
2025-08-22,306.52,311.025,306.43,310.58,8526492
2025-08-25,309.75,310.84,309.67,309.83,4044429
2025-08-26,310.62,312.21,310.305,312.08,11698460
2025-08-27,311.39,312.91,310.77,312.71,4320071
2025-08-28,313.32,315.08,313.07,315.03,9610202
2025-08-29,314.64,318.09,314.64,318.07,15642641
2025-09-02,320.948,325.92,320.24,325.59,21247534
2025-09-03,327.76,329.45,326.7301,328.14,16062221
2025-09-04,326.95,327.56,325.35,326.69,11703127
2025-09-05,329.53,331.44,328.93,331.05,16065150
2025-09-08,333.66,335.67,333.23,334.82,18617325
2025-09-09,337,338.31,333.85,334.06,21641935
2025-09-10,335.73,336.5,326.19,335.26,11945670
2025-09-11,333.395,335.1619,332.97,334.76,9082647
2025-09-12,335.88,336.39,335.23,335.42,9619709
2025-09-15,336.3075,339.28,336.23,338.91,10569881
2025-09-16,340.09,340.88,338.62,339.59,12161527
2025-09-17,338.5,341.24,335.52,336.97,16535307
2025-09-18,336.22,336.32,333.81,335.62,14913267
2025-09-19,336.51,339.23,336.3119,339.18,14982567
2025-09-22,342.735,345.07,341.84,345.05,12386419
2025-09-23,348.265,348.75,345.32,346.46,18383982
2025-09-24,346.745,346.8299,342.14,343.32,12709068
2025-09-25,344.33,345.83,342.47,344.75,12639583
2025-09-26,345.84,348.25,345.314,346.74,11698212
2025-09-29,351.79,352.8305,351.28,352.46,15719623
2025-09-30,351.155,355.57,350.865,355.47,13312353
2025-10-01,356.19,356.9722,354.79,356.03,15573610
2025-10-02,358.26,358.67,351.4,354.79,16162050
2025-10-03,357.12,358.14,355.8,357.64,14463960
2025-10-06,362.16,365.3,361.37,364.38,17093657
2025-10-07,366.508,367.27,364.55,366.26,16836765
2025-10-08,371.65,373.57,370.5,372.3,28052276
2025-10-09,373.135,373.22,362.83,365.43,33674823
2025-10-10,367.53,370.31,365.44,369.12,24192782
2025-10-13,376.48,378.86,375.5797,378.09,18514421
2025-10-14,378.21,382.38,377.9,380.79,18409632
2025-10-15,385.93,387.755,384.59,387.39,20598324
2025-10-16,391.15,396.87,390.4,396.45,33621444
2025-10-17,397.14,397.28,385.22,388.99,62024965
2025-10-20,397.45,403.3,394.2,403.15,34523022
2025-10-21,386.54,388.89,375.65,377.24,54101416
2025-10-22,372.75,378.47,368.93,377.28,30524126
2025-10-23,381.46,382.25,378.65,378.79,13695495
2025-10-24,378.51,380.77,376.81,377.52,13263803
2025-10-27,371.13,371.59,365.34,367.01,23657603
2025-10-28,361.81,365.3,360.12,364.38,19257592
2025-10-29,369.72,370.08,361.3601,363,18891849
2025-10-30,365.05,370.36,364.5,370.13,14812754
2025-10-31,370.5,370.6625,365.5,368.12,11077910
2025-11-03,368.91,370.84,367.54,368.78,7254265
2025-11-04,363.48,365.74,361.39,362.32,11540059
2025-11-05,366.46,367.1,364.65,366.51,8357300
2025-11-06,367.16,368.18,364.7,366.07,6891096
2025-11-07,367.94,370.42,366.42,368.31,11060358
2025-11-10,375.93,378.66,374.7814,378.38,13456212
2025-11-11,379.98,380.4,376.87,379.87,10753182
2025-11-12,380.07,387.46,379.44,385.99,16203718
2025-11-13,387.29,388.18,381.21,382.87,15867869
2025-11-14,372.87,378.2,370.89,375.96,15198027
2025-11-17,374.035,375.4553,368.52,371.65,13295248
2025-11-18,374.832,375.54,371.62,374.35,7818783
2025-11-19,377.775,380.17,373.03,374.96,10980420
2025-11-20,375.29,377.6925,371.8514,374.85,10506548
2025-11-21,374.025,377.23,372.94,374.27,13194563
2025-11-24,374.88,380.28,374.19,380.2,10085318
2025-11-25,380.255,382.52,378.06,380.08,10462806
2025-11-26,381.055,383.775,380.46,383.12,9184071
2025-11-28,385.98,388,384.99,387.88,7175407
2025-12-01,390.61,390.7001,388.0605,389.75,11177072
2025-12-02,388.87,388.98,382.9103,387.24,8103923
2025-12-03,388.49,390.1293,385.83,386.88,7886793
2025-12-04,386.92,388,385.4,387.13,6754434
2025-12-05,389.16,391.735,386.175,386.44,9449808
2025-12-08,387.07,387.2418,384.01,385.42,6822119
2025-12-09,385.62,388.21,385.27,387.4,6358694
2025-12-10,385.95,389.76,384.5,389.05,9120475
2025-12-11,389.02,394.09,388.5,393.24,11240629
2025-12-12,399.155,400.39,391.47,395.44,16792059
2025-12-15,397.76,398.71,394.0738,395.8,11345031
2025-12-16,397.75,398.71,394.59,395.89,9201557
2025-12-17,398.08,399.98,397.25,399.29,10456889
2025-12-18,398.28,402.21,396.05,398.57,11837551
2025-12-19,397.96,400.63,397.17,399.02,9894767
2025-12-22,406.98,408.52,405.72,408.23,14202068
2025-12-23,410.33,413.76,407.1,413.64,13193258
2025-12-24,412.25,412.63,408.83,411.93,6718437
2025-12-26,416.48,418.45,414.75,416.74,10476234
2025-12-29,403.66,403.76,395.33,398.6,20679239
2025-12-30,403.6,403.8,398.56,398.89,10179028
2025-12-31,398.6,400.13,395.59,396.31,10194738
2026-01-02,401.62,401.82,396.25,398.28,10372572
2026-01-05,406.39,409.72,406.15,408.76,13410637
2026-01-06,410.67,413.48,410.31,413.18,11640912
2026-01-07,408.63,410.81,406.65,409.23,10589452
2026-01-08,406.965,411.64,406.4,411.49,8705926
2026-01-09,413.215,415.29,411.8,414.47,14011238
2026-01-12,421.52,425.74,421.52,422.23,20904133
2026-01-13,424.59,426.12,420.07,421.63,16681219
2026-01-14,426.03,426.86,422.8398,425.94,18305538
2026-01-15,423.02,425.06,422.79,423.33,14253249
2026-01-16,422.8,424.8,417.04,421.29,20951571
2026-01-20,436.69,438.1399,434.1,437.23,21308137
2026-01-21,446.87,447.9999,437.11,443.6,38830228
2026-01-22,443.84,452.9841,443.56,451.79,19251185
2026-01-23,454.11,458.75,453.45,458,21531873
2026-01-26,466.78,469.28,460.36,464.7,34155974
2026-01-27,465.07,476.49,463.95,476.1,28386220
2026-01-28,483.39,495.88,481.2501,494.56,44154580
2026-01-29,509.51,509.7,468.51,495.9,69970856
2026-01-30,466.245,470.06,430.8,444.95,86593519
2026-02-02,434.01,440.78,422.55,427.13,41626234
2026-02-03,452.63,459,448.31,454.29,28703465
2026-02-04,462.47,463.1,445.71,453.97,24427923
2026-02-05,444.29,450.9,440.35,441.88,17718069
2026-02-06,450.73,456.93,450.03,455.46,12663907
2026-02-09,461.39,467.56,460.85,467.03,12330874
2026-02-10,465.96,466.75,459.52,462.4,7861589
2026-02-11,466,468.61,462.82,467.63,11209595
2026-02-12,464.9,466.3799,448.06,451.39,20488829
2026-02-13,459.73,463.8399,456.25,462.62,12359348
2026-02-17,450.26,451.37,445.53,448.2,10976087
2026-02-18,455.81,460.51,455.324,458.28,10226301
2026-02-19,457.34,461.505,456.03,459.56,8411438
2026-02-20,463.25,468.62,458.34,468.62,14316250
2026-02-23,474.65,481.46,474.61,481.28,17441600
2026-02-24,470.085,475.44,469.55,474.61,14147100
2026-02-25,475.74,479.53,472.9,473.42,12954300
2026-02-26,474.95,477.83,442.04,477.48,12339915
2026-02-27,480.75,483.9,479.11,483.75,16711560
2026-03-02,490.095,492.15,483.28,490,19916577
2026-03-03,472.83,473.2,458.93,468.14,22591538
2026-03-04,474.64,476.415,469.39,471.8,9985887
2026-03-05,470.45,470.67,463.91,466.13,11674826
2026-03-06,469.04,475.46,467.07,473.51,10489815
2026-03-09,468.09,472.68,464.79,472.53,8829849
2026-03-10,479.74,481.31,474.21,477.86,9616837
2026-03-11,476.13,477.45,473.13,476.24,7522851
2026-03-12,474.945,475.02,466.6,466.88,11900580
2026-03-13,469.31,470.102,460.22,460.84,11741579
2026-03-16,461.265,462.8,456.905,460.43,8964093
2026-03-17,460.51,462.21,456.87,459.27,7610091
2026-03-18,446.66,450.06,444.39,444.74,18375612
2026-03-19,420.36,428.2677,416.8,426.41,30205977
2026-03-20,428.09,428.59,411.23,413.38,27204938
